TIPOLOGIA,ESSENZA,UBICAZIONE,LUOGO,CIRCOSCR,VIA,DISPOSIZ,POSIZ,ALTEZZA,DIAMFUSTO,NOTEGENER,TIPOFOGLIA
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Via dei Messapi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,NERIUM OLEANDER,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CHAMAEROPS HUMILIS,SERRA RIFUSA,Aiuola,Giovanni Paolo II,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,PHOENIX CANARIENSIS,SERRA RIFUSA,Aiuola,Giovanni Paolo II,ND,Isolato,ND,1) <= 6m,2) 20cm=50cm,ND,Sempreverde
Albero,PHOENIX CANARIENSIS,SERRA RIFUSA,Aiuola,Giovanni Paolo II,ND,Isolato,ND,1) <= 6m,2) 20cm=50cm,ND,Sempreverde
Albero,PHOENIX CANARIENSIS,SERRA RIFUSA,Aiuola,Giovanni Paolo II,ND,Isolato,ND,1) <= 6m,2) 20cm=50cm,ND,Sempreverde
Albero,CHAMAEROPS HUMILIS,SERRA RIFUSA,Aiuola,Giovanni Paolo II,ND,Isolato,ND,1) <= 6m,2) 20cm=50cm,ND,Sempreverde
Albero,CHAMAEROPS HUMILIS,SERRA RIFUSA,Aiuola,Serra Rifusa,ND,Isolato,Aiuola,1) <= 6m,2) 20cm=50cm,ND,Sempreverde
Albero,CHAMAEROPS HUMILIS,SERRA RIFUSA,Aiuola,Giovanni Paolo II,ND,Isolato,Aiuola,1) <= 6m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,SERRA RIFUSA,Aiuola,Serra Rifusa,Via dei Messapi,Gruppo,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,SERRA RIFUSA,Aiuola,Serra Rifusa,Via dei Messapi,Gruppo,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,SERRA RIFUSA,Aiuola,Serra Rifusa,Via dei Messapi,Gruppo,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,SERRA RIFUSA,Aiuola,Serra Rifusa,Via dei Messapi,Gruppo,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,SERRA RIFUSA,Aiuola,Serra Rifusa,Via dei Messapi,Gruppo,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,SERRA RIFUSA,Aiuola,Serra Rifusa,Via dei Messapi,Gruppo,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,SERRA RIFUSA,Aiuola,Serra Rifusa,Via dei Messapi,Gruppo,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,SERRA RIFUSA,Aiuola,Serra Rifusa,Via dei Messapi,Gruppo,ND,2) 6m = 12m,1) <= 20cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,SERRA RIFUSA,Aiuola,Serra Rifusa,Via dei Messapi,Gruppo,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,CERCIS SILIQUASTRUM,SERRA RIFUSA,Aiuola,Serra Rifusa,Via dei Messapi,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,CEDRUS DEODARA,SERRA RIFUSA,Aiuola,Serra Rifusa,Via dei Messapi,Gruppo,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,OLEA EUROPAEA,SERRA RIFUSA,Aiuola,Serra Rifusa,Via dei Messapi,Gruppo,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,SERRA RIFUSA,Aiuola stradale,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,SERRA RIFUSA,Aiuola stradale,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,SERRA RIFUSA,Aiuola stradale,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERATONIA SILIQUA,SERRA RIFUSA,Aiuola stradale,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERATONIA SILIQUA,SERRA RIFUSA,Aiuola stradale,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERATONIA SILIQUA,SERRA RIFUSA,Aiuola stradale,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERATONIA SILIQUA,SERRA RIFUSA,Aiuola stradale,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERATONIA SILIQUA,SERRA RIFUSA,Aiuola stradale,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,CERCIS SILIQUASTRUM,SERRA RIFUSA,Aiuola stradale,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,CERCIS SILIQUASTRUM,SERRA RIFUSA,Aiuola stradale,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,CERCIS SILIQUASTRUM,SERRA RIFUSA,Aiuola stradale,Serra Rifusa,ND,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,QUERCUS ILEX,SERRA RIFUSA,Aiuola,Giovanni Paolo II,Via Gravina,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,"PRUNUS CERASIFERA ""PISSARDII""",SERRA RIFUSA,Aiuola,Giovanni Paolo II,Via Gravina,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,ND
Albero,"PRUNUS CERASIFERA ""PISSARDII""",SERRA RIFUSA,Aiuola,Giovanni Paolo II,Via Gravina,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,ND
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola,Giovanni Paolo II,Via Gravina,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola,Giovanni Paolo II,Via Gravina,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,SERRA RIFUSA,Aiuola,Giovanni Paolo II,Via Gravina,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,SERRA RIFUSA,Aiuola,Giovanni Paolo II,Via Gravina,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola,Giovanni Paolo II,Via Gravina,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola,Giovanni Paolo II,Via Gravina,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,"PRUNUS CERASIFERA ""PISSARDII""",SERRA RIFUSA,Aiuola,Giovanni Paolo II,Via Gravina,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,ND
Albero,PRUNUS CERASIFERA,SERRA RIFUSA,Aiuola,Giovanni Paolo II,Via Gravina,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,CERCIS SILIQUASTRUM,SERRA RIFUSA,Aiuola,Giovanni Paolo II,Via Gravina,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,CERCIS SILIQUASTRUM,SERRA RIFUSA,Aiuola,Giovanni Paolo II,Via Gravina,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,QUERCUS ILEX,SERRA RIFUSA,Aiuola,Giovanni Paolo II,Via Gravina,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,QUERCUS ILEX,SERRA RIFUSA,Aiuola,Giovanni Paolo II,Via Gravina,Filare,Aiuola,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,NERIUM OLEANDER,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Aiuola spartitraffico,Serra Rifusa,Viale dei Peucezi,Filare,ND,1) <= 6m,1) <= 20cm,ND,Sempreverde
Albero,PINUS PINEA,SERRA RIFUSA,Via,Serra Rifusa,Viale dei Peucezi,Isolato,ND,0,-,ND,Sempreverde
Albero,PINUS SP.,SERRA RIFUSA,Via,Serra Rifusa,Via dei Messapi,Isolato,ND,3) 12m = 16m,2) 20cm=50cm,ND,ND
Albero,CUPRESSUS SEMPERVIRENS,SERRA RIFUSA,Via,Serra Rifusa,Via dei Messapi,Isolato,ND,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,SERRA RIFUSA,Via,Serra Rifusa,Via dei Messapi,Isolato,ND,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,SERRA RIFUSA,Via,Serra Rifusa,Via dei Messapi,Isolato,ND,3) 12m = 16m,2) 20cm=50cm,ND,Sempreverde
Albero,PRUNUS DULCIS,SERRA RIFUSA,Via,Serra Rifusa,Via dei Messapi,Isolato,ND,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,CUPRESSUS SEMPERVIRENS,SERRA RIFUSA,Via,Serra Rifusa,Via dei Messapi,Isolato,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,SERRA RIFUSA,Via,Serra Rifusa,Via dei Messapi,Isolato,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,SERRA RIFUSA,Via,Serra Rifusa,Via dei Messapi,Isolato,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,CUPRESSUS SEMPERVIRENS,SERRA RIFUSA,Via,Serra Rifusa,Via dei Messapi,Isolato,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,NERIUM OLEANDER,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,NERIUM OLEANDER,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,NERIUM OLEANDER,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,NERIUM OLEANDER,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,NERIUM OLEANDER,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,NERIUM OLEANDER,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,NERIUM OLEANDER,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,NERIUM OLEANDER,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,NERIUM OLEANDER,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,LIGUSTRUM VULGARE,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,NERIUM OLEANDER,SERRA RIFUSA,Via,Serra Rifusa,Via dei Dauni,Filare,ND,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,PINUS HALEPENSIS,PARCO 4 EVANGELISTI,Giardino,Villa Longo,ND,Gruppo,Prato,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,PLATANUS ACERIFOLIA,PARCO 4 EVANGELISTI,Giardino,Villa Longo,ND,Gruppo,Prato,1) <= 6m,1) <= 20cm,ND,Caduca
Albero,PINUS HALEPENSIS,PARCO 4 EVANGELISTI,Giardino,Villa Longo,ND,Gruppo,Prato,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
Albero,PINUS HALEPENSIS,PARCO 4 EVANGELISTI,Giardino,Villa Longo,ND,Isolato,Prato,2) 6m = 12m,2) 20cm=50cm,ND,Sempreverde
